research_id,recommendation,native_id(s),current_evidence,canonical_owner,active_claim/PR,exact_remaining_outcome,disposition,dependency_impact,recurring_burden,safe_parallel_lane,acceptance,uncertainty,evidence_urls,research_dependencies_not_adopted,research_complexity_not_a_duration,research_data_requirements,research_acceptance_preserved,research_operating_burden_judgment,research_source_url,current_production_verification
R40,Value-of-information and action-deadline alerts,C7-ALERT-01; CE-29; proposed value-of-information extension,"Notifications/adaptive acquisition are existing scope. Quantitative action value of information is a proposed method extension, not proven by polling more often.",Existing alert/acquisition and action-evaluation owners,1425 intake foundation; no new VOI implementation claim verified,"Prioritize consequential changes before real decision deadlines; begin with transparent sensitivity/rules, not invented dollar VOI.",EXTEND,Baseline alert usefulness can precede R20/R21/R28 maturity; research DAG edges are not an all-product freeze.,"Medium: dedupe, preferences, delivery failures and bounded sensitivity computation.",Existing alert reader; acquisition policy changes coordinated with its owner.,"Known deadlines, meaningful action change, deduped syndicated reports, opt-out/noise controls and honest missing scenarios; compare with simple deadline/impact baselines.",Numerical VOI or measured alert benefit is not established; new prioritization policy needs explicit approval.,"[""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_PRODUCT_BACKLOG_SPEC.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1425"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_SCOPE_MANIFEST.md""]","R15,R20,R21,R28",L,"Candidate actions, deadline, uncertain variables, probability of incoming evidence, conditional outcomes and delay/option cost",Prioritize evidence that flips a feasible action before its deadline; show why waiting helps or hurts,Medium,https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/cd4d522b54522c5eac8228bb0628f0bc4ed6dd1b/config/sources/freshness_v1.json,NOT EXECUTED IN THIS SESSION
R41,Robust action frontier and regret budget,Candidate method extension of C7-DESK-01 / C7-AI-02; no new native ID,Legal trade/roster scenario foundations exist; robust-regret frontier is a proposed decision presentation/objective extension.,Existing legal action and scenario owners,No separate active robust-frontier implementation verified,Evaluate a bounded set of legal actions under declared alternative models/preferences and expose average/downside/regret tradeoffs.,NEW CANDIDATE,Do not invent a universal owner utility function or replace the canonical evaluator; require scenario and evaluation evidence before claims.,Medium: repeated paired action evaluation and preference/version upkeep.,Offline evaluator prototype after approval; Lane 6 consumes approved result schema.,All candidates legal; common scenarios; preference assumptions stated; sensitivity to model set shown; small prototype must demonstrate a useful changed decision before broad scope.,"Model set completeness, regret calibration and owner preference specification are unknown.","[""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_PRODUCT_BACKLOG_SPEC.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_SCOPE_MANIFEST.md""]","R13,R18,R20",L,"Plausible model/source/role scenarios, same legal actions under each scenario, utility ranges, worst-case regret and risk constraints","Compare actions across plausible models; show dominance, worst plausible regret and where no clear winner exists",Medium,https://github.com/google/or-tools,NOT EXECUTED IN THIS SESSION
R42,Multi-step transaction plans and reversibility,C7-AI-02 Roster Path Optimizer; C7-DESK-01; C7-WAIV-01; C7-DRAFT-01,The native portfolio already includes Roster Path Optimizer. The research’s absence/novelty framing is too broad.,Existing Roster Path Optimizer and canonical legal-action owners,Existing approved native scope; no separate new path-engine claim,"Complete bounded contingent sequences with actual roster capacity, budgets, failed-action branches, deadlines and reversibility.",EXTEND,Reuse existing trade/waiver/draft legality. External optimizer adoption is conditional on an actual constraint gap and selected-version review.,Medium-to-high with search breadth; bounded candidates and cached state required.,Existing path-planning consumer; no new generic action owner or automatic execution.,Every intermediate state legal; failed trade/claim branch defined; no assumed counterpart cooperation; budgets/expiry/forced drops carried through; bounded runtime and clear mobile plan.,Complete current implementation and production path quality were not verified; no automatic execution authorization.,"[""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_EXECUTION_MAP.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_PRODUCT_BACKLOG_SPEC.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_SCOPE_MANIFEST.md""]","R14,R20,R21,R22",L,"Current and projected roster state, offer/claim deadlines, budgets, capacity, conditional availability and successor action legality",Generate legal contingent sequences with human confirmation and failure branches; no assumed guaranteed acceptance,Medium,https://github.com/google/or-tools,NOT EXECUTED IN THIS SESSION
R43,Cross-league exposure and feasible rooting intervals,CE-06 Portfolio; C7-CMD-01; C5-GD-01; #985,Exposure primitives are existing scope. Cross-league feasible rooting intervals are an extra consumer; raw league points or unlike dynasty-value units cannot be summed.,Existing cross-league exposure and Game Day owners,1439 exposure MERGED; 1445/1446 Game Day extension,Map shared NFL scenarios through each chosen league’s own scoring/rules and disclose conflicting objectives.,EXTEND,Descriptive exposure can ship without a calibrated multi-league probability model. Preserve per-league context and privacy.,Medium: multiple league snapshots and shared scenario computation.,Existing portfolio reader; no second simulator; current Game Day UI not blocked by this later consumer.,Same football event across different scoring cards; correct managed/best-ball/median rules; explicit owner weights; missing league coverage not zero; no incompatible raw total.,Feasible-interval or multi-league calibration not demonstrated.,"[""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/MASTER_PRODUCT_PLAN.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1439"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1445"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1446"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_SCOPE_MANIFEST.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_PRODUCT_BACKLOG_SPEC.md""]","R07,R18,R28",M,"All selected league exposures, actual scoring/rules, shared player/game outcomes, objectives and conflict intervals",Reuse one NFL outcome per player across leagues; do not sum unlike market-value scales; show conflicting score intervals,Medium,https://thearmchairoffice.com/,NOT EXECUTED IN THIS SESSION
R44,Personalized decision-quality feedback,CE-28 feedback / OD-06; C1-HIST-01; proposed private decision-journal consumer,"Historical replay and feedback concepts exist, but the proposed personalized process/outcome grading needs a defined scope and rubric.",Temporal and approved feedback/governance owners,No new feedback implementation authorized here,Approve a prospective process rubric and private review of alternatives separately from realized success.,NEW CANDIDATE,A journal can start before outcome maturity; reconstructed history cannot become an exact original forecast.,"Low: private records, rubric versions and periodic review.",Existing history reader after owner decision; no second learning or scoring pipeline.,"Predeclare rubric, alternatives and known evidence; separate luck from process without hindsight relabeling; preserve deletes/privacy and report missing counterfactuals.",OD-06/feedback scope and complete prior implementation require final native reconciliation; no model gains predicted.,"[""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_SCOPE_MANIFEST.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_PRODUCT_BACKLOG_SPEC.md""]","R11,R13,R14",M,"Dated rationale, expected outcomes, foregone alternatives, confidence, final outcomes and outcome-independent process rubric","Separate forecast error, action quality, luck and missing evidence; no causal claim from observational before/after alone",Low,https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/cd4d522b54522c5eac8228bb0628f0bc4ed6dd1b/docs/C_SERIES_EXECUTION_MAP.md,NOT EXECUTED IN THIS SESSION
R45,Rule elasticity and lineup shadow prices,CE-17 League Format / Utilization Lab; C2-LINE-01; C5-FIT-01; F-SCORE-01/02,A scoring/utilization lab is already approved. Marginal slot shadow-price interpretation extends it rather than creating a new scoring engine.,"Canonical scorer, lineup and format-lab owners",Existing native Lab scope; #803 and #1173 dependencies,Separate direct rule rescoring from replacement/lineup feedback and explain which archetypes change under proposed rules.,EXTEND,Historical exact rescoring may precede a full stochastic utility model. Changing league rules remains manual and separately authorized.,Low-to-medium: cached historical rescoring and scenario comparisons.,Existing Lab reader; canonical scoring and eligibility writers remain singular.,"Golden historical cards, threshold cases, IDP/ST, two-TE/superflex; identical settings give identical outputs; separate fixed-roster versus reoptimized effects; no unannounced live rule change.",No validated roster-economic elasticity or shadow-price superiority is claimed.,"[""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_PRODUCT_BACKLOG_SPEC.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/803"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1173"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_SCOPE_MANIFEST.md""]","R04,R09,R17",M,"Alternative scoring/slot rules, raw stat histories, replacement pools, legal lineups and marginal utility under each rule",Perturb one legal rule at a time; show contribution/roster-demand effects without automatically changing the league,Low,https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/cd4d522b54522c5eac8228bb0628f0bc4ed6dd1b/src/ros/lineup.py,NOT EXECUTED IN THIS SESSION
R46,Data-loss resilience and recommendation stability,C8-PERF-01/02; F-SRC-01; C7-DESK-01,Last-good source safety is already implemented. Decision-specific recommendation stability under source loss is a further evaluation/read-layer feature.,Serving resilience and existing decision-evaluation owners,1346 DRAFT; 1395 probes; 1445 live generation scope,"Assess whether a missing source can change this action; show stable, sensitive or insufficient evidence instead of a universal reassuring health badge.",EXTEND,Do not bypass current source-role gates or treat a preserved generation as freshly collected data.,Low-to-medium: offline/source-loss scenarios and cached sensitivity outputs.,Existing evaluator/serving owners; UI truth states may be implemented independently.,Remove eligible sources/families on pinned inputs; record action switches and assumption-dependent loss; source outages preserve good serving but reveal age/coverage; abstain when evidence is insufficient.,No observed recommendation-stability benefit or fresh production outage measurement.,"[""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/scripts/source_inventory.py"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/PERFORMANCE_CAMPAIGN.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1346"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1395"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1445"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_SCOPE_MANIFEST.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_PRODUCT_BACKLOG_SPEC.md""]","R06,R10,R13,R20",M,"Source-loss/staleness scenarios, parser failures, impacted observations, alternative models and action changes under degraded evidence",Remove each source family in shadow evaluation; expose unstable recommendations and conservative abstention,Low,https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/cd4d522b54522c5eac8228bb0628f0bc4ed6dd1b/scripts/source_inventory.py,NOT EXECUTED IN THIS SESSION
R47,"League liquidity, scarcity and partner map",C7-AI-03 liquidity; C6-MGR-01; #985 Asset Map,"Liquidity, partner needs and Asset Map overlap native scope. Public successful trades do not reveal willingness to accept every hypothetical offer.",Existing liquidity/manager/asset-map consumers,No separate new liquidity-engine claim verified,"Link observed trade networks, actual needs, capital and owner behavior with explicit sample and time limits.",EXTEND,Use canonical demand and ownership; descriptive maps can precede acceptance models and a complete private journal.,Low: graph summaries and periodic evidence updates.,Existing intelligence readers; no separate roster-strength/need formula.,"Correct owner/asset lineage, sample windows and format; distinguish inactivity from missing data; no fabricated partner probabilities; private manager notes excluded from public views.",Current end-to-end map and behavioral coverage unverified.,"[""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_EXECUTION_MAP.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_SCOPE_MANIFEST.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_PRODUCT_BACKLOG_SPEC.md""]","R14,R25,R31",M,"Observed transactions, time-to-completion, partner networks, held assets, observed prices, zero-trade periods and censored offers","Show observational buyer/seller needs, trade recency and concentration; shrink sparse estimates rather than infer intent",Low,https://github.com/jasonleetucker-code/riskittogetthebrisket/issues/985,NOT EXECUTED IN THIS SESSION
R48,"League Pulse, parity and franchise lifecycle",#985 League Pulse / Asset Map; C6-MGR-01; C9 public-safe history consumers,"League Pulse/Asset Map are owner ideas already. #985 also preserves saved/recent/favorite leagues and public-safe frictionless league entry, distinct from rejected general canonical onboarding.",Existing #985 outcome owners and canonical league/history owners,No new standalone Pulse backend claim verified,"Complete the native Pulse/Asset Map outcomes and preserve the associated entry/navigation scope while reusing results, needs and capital.",KEEP,Do not add an independent strength formula or delete #985 entry UX under X-07’s different rejection.,Low: periodic materialization and evidence joins.,Existing #985 consumers and disjoint Lane 6 navigation; privacy owner governs public summaries.,Real league activity/parity/capital without missing zeros; consistent selected league; useful mobile entry/return; private scouting never enters public Pulse.,Not every #985 sub-outcome was traced to current code; retain owner outcome rather than declaring the whole family absent or complete.,"[""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_PRODUCT_BACKLOG_SPEC.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_SCOPE_MANIFEST.md""]","R11,R19,R25,R32",M,"Historical franchise rosters/capital, rankings, results, activity and manager continuity with contextual league rules","One historical story with strength, capital and activity; no psychological labels or unnecessary private data",Low,https://github.com/jasonleetucker-code/riskittogetthebrisket/issues/985,NOT EXECUTED IN THIS SESSION
R49,Player-entity navigation and comparison primitives,#1337; C6-UPP-01; C8-PSI-02; C8-A11Y-01,Universal player links and comparison primitives are native work. An individual route’s repair does not certify all lists and cards.,Canonical entity navigation and PSI primitives owner,1438 MERGED; 1446 current Game Day entity consumer,"Complete shared player/entity interaction and context-preserving comparisons across trade, rankings, waivers, Game Day and player profiles.",KEEP,Stable primitives do not depend on every model/backend route finishing. Avoid broad shell overlap with 1346.,Low: interaction/accessibility regression maintenance.,Lane 6 existing primitive owner; route consumers parallel where files are disjoint.,"Exact identity for ambiguous names/hybrids/rookies, keyboard/touch operation, correct league context, return path and no duplicate resolver; public/private destination checks.",Current production navigation parity across all surfaces is unverified.,"[""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/ui/CALCULATOR_UI_IMPLEMENTATION_CONTRACT.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1438"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1446"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_SCOPE_MANIFEST.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_PRODUCT_BACKLOG_SPEC.md""]","R01,R27",M,"Stable player/asset IDs, alias/role labels, route destinations, name disambiguation and public/private navigation permissions",Every meaningful player reference reaches the right player; keyboard/mobile accessible; team/position resolve ambiguity,Low,https://github.com/jasonleetucker-code/riskittogetthebrisket/issues/1337,NOT EXECUTED IN THIS SESSION
R50,Evidence-first notifications and digest control,C7-ALERT-01; CE-29; C6-FRESH-01,Alerts/digests and freshness-aware analyst evidence are existing scope. A larger source count or always-on LLM does not establish useful notifications.,"Existing evidence-change, alert and preference owners",1425 acquisition intake; 1437 analyst substrate MERGED,"Connect deduped factual/claim changes to selected-team decisions, preferences and deadlines; use deterministic summaries when sufficient.",EXTEND,Practical low-noise rules need not wait for numerical VOI. Preserve source and content ancestry.,"Medium: delivery retries, rate limits, preferences, dedupe and approved generation spend.",Existing alert reader; independent UI preferences/states may proceed through Lane 6.,No repeated alert for syndicated content; precise known time and source; selected-team SELL rule; opt-out/quiet hours and stale/withdrawn claims; article text cannot execute tools or roster writes.,"Live delivery quality, extraction precision and action benefit were not measured.","[""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_REQUESTED_TODO.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1425"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1437"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_SCOPE_MANIFEST.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_PRODUCT_BACKLOG_SPEC.md""]","R15,R24,R40",M,"Typed change events, active decisions, user urgency preferences, prior alerts, dedupe keys, quiet hours and permission boundaries","Deduplicate event families, respect quiet hours and per-user limits, link to evidence and reversible actions",Medium,https://github.com/dtcarls/fantasy_football_chat_bot,NOT EXECUTED IN THIS SESSION
R51,"Archive, backup and restoration observability",C1-RET-01..08; W1-02; W1-03; W1-04,"W1-03 has later successful Game Day backup/restoration proof, including 24 restored Game Day files; W1-04 has authentic pre-lock capture evidence. Earlier failed restore proof must not be recycled as current absence. C1-RET-07 remains an honestly stale/no-producer state in its bounded contract.","Existing retention, Game Day archival and backup/restore owners",Established W1 producer/restore receipts; 1445 adds new stream types,"Verify current scheduled producer coverage, new-stream inclusion, checksums and isolated restoration; preserve accepted historical proof and distinguish raw retention from decision reads.",EXTEND,"Do not create duplicate timers/stores. New projection/analyst raw streams need their own inclusion proof, not automatic credit from existing Game Day archives.","Medium: storage, backup, restoration drills, alerts and retention policies.",Existing retention writer; isolated restore/audit work can run in parallel without changing production reads.,"A real scheduled output, backup manifest/hash and isolated restore for each required stream; replay does not read today’s data; private notes/credentials isolated; stale/missing producer explicit.","Historical production proof is recorded, but no new current restore or complete 22-stream audit was executed here.","[""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/season-launch/WEEK_1_LAUNCH_CONTRACT.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_SCOPE_MANIFEST.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1445"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_PRODUCT_BACKLOG_SPEC.md""]","R06,R11,R16",M,"Archive manifests, content hashes, producer timers, backup inventories, restore logs, access controls and retention policy","Freshness/coverage alarms per stream, content-addressed cold storage, sampled restore and as-of replay drill",Medium,https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/cd4d522b54522c5eac8228bb0628f0bc4ed6dd1b/docs/C_SERIES_EXECUTION_MAP.md,NOT EXECUTED IN THIS SESSION
R52,Source-cost and compute-budget controls,C0-PERF-01; C8-PERF-01/02; C7-ALERT-01; C6-POD/YT/X scope,"Resource/cost controls and paused sources already constrain the project. Report storage ranges are illustrative, not measured operating cost.","Existing source acquisition, compute and media cost owners",1346 serving; 1445 collector; 1425 adaptive intake,"Measure actual requests, parser/browser time, generated bytes, retention and compute by existing owner; enforce shared budgets rather than a new cost platform.",CONSOLIDATE,"Respect existing source authorization, X spend gate and ETR pause. Data permissions are not reopened; new spend is a separate decision.","Medium: metering, alerts and periodic budget review; dollar amount UNKNOWN until measured.","Existing acquisition/performance owners; no competing scheduler, credential store or broad browser concurrency change.",Report cost/byte/request metrics by source and horizon; backpressure and retry limits; serve cached compatible results during compute; no secrets in logs; no invented storage sum across overlapping streams.,"No actual per-source recurring costs, compression ratio or full host runtime budget was measured.","[""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/PERFORMANCE_CAMPAIGN.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_REQUESTED_TODO.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1346"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1445"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1425"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_SCOPE_MANIFEST.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_PRODUCT_BACKLOG_SPEC.md""]","R06,R15,R24",M,"Requests, bytes, duration, memory/CPU, failure rates, vendor quotas, infrastructure rates supplied by owner and outcome utility",Track CPU/memory/request spend per useful content change; cap concurrency and paid extraction; preserve owner cost decisions,Medium,https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1346,NOT EXECUTED IN THIS SESSION
R53,Open-source adoption manifest and security gates,C0 governance / dependency review; F-EXT-01..03 not a license substitute,"The 22 OSS entries are screens, not security certification. Current source-use attestation does not establish a license for arbitrary external code or datasets.",Existing dependency/security and selected capability owner,No external library/code import selected or authorized by this exercise,Require a selected-file/version adoption record when an actual reuse decision arises; avoid a new blanket code-import program or unnecessary permission audit of existing sources.,REFRAME,No shortlisted library is required merely because research mentions it. Reuse must enter through an existing identity/scoring/lineup/history owner.,"Low per deliberate selection: license notices, dependency inventory, vulnerability review, adapter tests and update/rollback responsibility.",Dependency reviewer plus actual capability owner; does not block unrelated UI or existing authorized sources.,Pin commit/version and imported files; distinguish code/data/upstream grants; review notices and transitive dependencies; prove adapter parity and rollback. No current Dynamo/Dynasty-Daddy source identity assumption from a similarly named repo.,No complete dependency/security audit or selected-version license certification was performed.,"[""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_PRODUCT_BACKLOG_SPEC.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_SCOPE_MANIFEST.md""]",None,S,"Selected repository commit/version, SPDX/file license, dependencies, notices, vulnerability output and adaptation diffs","Pin repo+commit+license+files, notices, transitive audit, maintenance owner and rollback; no blanket security clearance",Low,https://github.com/ffverse/ffopportunity,NOT EXECUTED IN THIS SESSION
R54,Mobile task acceptance and chart-accessibility closure,C8-A11Y-01; C8-PSI-01/02/03; #1428; #1337,"Populated-route local accessibility tests have advanced since research. The chart decision gates that treatment only, not all Lane 6 work.",Lane 6 / approved PSI task and accessibility owners,1446 OPEN; 1438 MERGED; chart #1428 remains bounded owner decision,"Finish real phone/desktop task, chart contrast/interpretation, keyboard/focus and production acceptance on existing approved Direction A.",KEEP,Use existing tokens/reference; do not redesign colors or invent reduced mobile capability. Backend instability gates affected wiring only.,Low: repeated route-affecting release checks and retained visual evidence.,Active 1446 plus disjoint approved UI primitives; no additional global UI program.,"Real 390px-class phone and desktop workflows; no page overflow/lost action or empty-state flash; accessible chart meaning/contrast, reduced motion, focus/keyboard and assistive naming; deploy SHA/screenshots/timing and owner review where required.",Automated axe/local replay is insufficient for chart/manual/production acceptance; no fresh production tasks here.,"[""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/ui/CALCULATOR_UI_IMPLEMENTATION_CONTRACT.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/ui/UI_PARALLEL_LEDGER.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1446"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1438"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1428"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_SCOPE_MANIFEST.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_PRODUCT_BACKLOG_SPEC.md""]","R27,R49",M,"Real mobile viewports and touch flows, keyboard/focus behavior, accessible names, chart tables, contrast and response timings","Populated end-to-end tasks at 390/1366 and keyboard; manual non-text contrast, focus and chart meaning tests",Low,https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1438,NOT EXECUTED IN THIS SESSION
R55,Scoring-change research sandbox,CE-17 League Format / Utilization Lab; #803; C5-FIT-01,Scoring-change exploration already overlaps the approved format/utilization lab and player-specific scoring fit.,Existing scoring/format research sandbox owner,"Same native scope as R45, not another scoring app or scorer",Keep one versioned what-if surface and separate hypothetical rules from live league truth.,CONSOLIDATE,"Merge this research refinement with R45’s acceptance, not with the production scoring configuration.",Low: cached historical recomputation and fixture upkeep.,Existing lab reader; Lane 6 consumes stable comparison data.,"Original and hypothetical cards shown; baseline identity and data cutoff fixed; exact repeatability, nonlinear limitations and IDP/ST coverage; no silent live rule updates.",No new sandbox production certification or model gain is claimed.,"[""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_PRODUCT_BACKLOG_SPEC.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_SCOPE_MANIFEST.md""]","R09,R13,R45",M,"Hypothetical rule cards, unmodified raw historical stats, affected player/position/roster distributions and uncertainty","Replay historical raw stats under proposed rules; show positions, replacement, correlations and family impact without modifying host settings",Low,https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/cd4d522b54522c5eac8228bb0628f0bc4ed6dd1b/src/bdvm/projections.py,NOT EXECUTED IN THIS SESSION
